start_year,neighborhood,parcels,foreclosures,foreclosures_per_1k
2002,NORTH GRANVILLE,31,0,0
2002,NORTHPOINT,535,0,0
2002,NORTHRIDGE,217,3,13.82488479262673
2002,NORTHRIDGE LAKES,300,1,3.3333333333333335
2002,OLD NORTH MILWAUKEE,3092,73,23.609314359637775
2002,PARK KNOLL,379,4,10.554089709762533
2002,PARK PLACE,30,0,0
2002,PARK VIEW,135,3,22.22222222222222
2002,PARKWAY HILLS,153,0,0
2002,PHEASANT RUN,477,3,6.289308176100629
2002,POLLBER HEIGHTS,73,0,0
2002,POLONIA,1003,11,10.967098703888334
2002,RED OAK HEIGHTS,229,0,0
2002,RIDGEVIEW,88,1,11.363636363636363
2002,RIVER BEND,498,0,0
2002,RIVERSIDE PARK,233,0,0
2002,RIVERTON HEIGHTS,458,1,2.1834061135371177
2002,RIVERWEST,2513,12,4.77516912057302
2002,ROLLING GREEN,493,0,0
2002,ROOSEVELT GROVE,1472,21,14.266304347826086
2002,ROOT CREEK,480,1,2.0833333333333335
2002,RUFUS KING,1365,13,9.5238095238095255
2002,SAINT JOSEPH,1636,34,20.78239608801956
2002,SAVELAND PARK,588,2,3.401360544217687
2002,SERVITE WOODS,417,2,4.796163069544364
2002,SHERMAN PARK,1652,40,24.213075060532688
2002,SILVER CITY,794,12,15.113350125944583
2002,SILVER SPRING,2466,29,11.759935117599351
2002,SILVER SWAN,397,4,10.075566750629722
2002,SOUTHGATE,472,0,0
2002,SOUTHPOINT,536,0,0
2002,ST. AMELIAN'S,586,1,1.7064846416382253
2002,STORY HILL,514,1,1.9455252918287937
2002,SUNSET HEIGHTS,1238,10,8.077544426494345
2002,THE VALLEY / PIGSVILLE,141,0,0
2002,THURSTON WOODS,1171,15,12.809564474807857
2002,TIMMERMAN AIRPORT,51,0,0
2002,TIMMERMAN WEST,960,6,6.25
2002,TIPPECANOE,2004,3,1.4970059880239521
2002,TOWN & COUNTRY MANOR,611,5,8.183306055646481
2002,TOWN OF LAKE,1861,3,1.6120365394948952
2002,TRIANGLE,100,7,70
2002,TRIANGLE NORTH,210,5,23.809523809523807
2002,TRIPOLI PARK,234,0,0
2002,UPPER EAST SIDE,842,0,0
2002,UPTOWN,1415,36,25.441696113074205
2002,VALHALLA,563,5,8.880994671403197
2002,VALLEY FORGE,54,0,0
2002,VETERANS AFFAIRS,1,0,0
2002,VOGEL PARK,372,2,5.376344086021506
2002,WAHL PARK,834,11,13.189448441247002
2002,WALKER'S POINT,1185,13,10.970464135021098
2002,WALNUT HILL,461,9,19.522776572668114
2002,WASHINGTON HEIGHTS,1989,16,8.044243338360985
2002,WASHINGTON PARK,1004,56,55.776892430278885
2002,WEDGEWOOD,477,0,0
2002,WEST VIEW,371,0,0
2002,WHISPERING HILLS,213,0,0
2002,WHITE MANOR,581,2,3.442340791738382
2002,WICK FIELD,162,1,6.172839506172839
2002,WILLIAMSBURG,595,7,11.76470588235294
2002,WILSON PARK,638,1,1.567398119122257
2002,WOODLAND COURT,135,0,0
2002,WOODLANDS,622,18,28.938906752411576
2002,WYRICK PARK,340,1,2.941176470588235
2002,YANKEE HILL,194,0,0
2003,ALCOTT PARK,481,1,2.079002079002079
2003,ALVERNO,59,0,0
2003,AMANI,1526,15,9.82961992136304
2003,ARLINGTON GARDENS,737,3,4.07055630936228
2003,ARLINGTON HEIGHTS,1222,10,8.183306055646481
2003,AVENUES WEST,266,2,7.518796992481203
2003,BARAN PARK,88,0,0
2003,BAY VIEW,5014,10,1.994415636218588
2003,BLUEMOUND HEIGHTS,976,2,2.0491803278688527
2003,BORCHERT FIELD,990,11,11.11111111111111
2003,BRADLEY ESTATES,1031,6,5.819592628516004
2003,BREWER'S HILL,427,1,2.34192037470726
2003,BUCHEL PARK,13,0,0
2003,BURNHAM PARK,1334,8,5.997001499250374
2003,CALUMET FARMS,253,1,3.952569169960474
2003,CAMBRIDGE HEIGHTS,475,0,0
2003,CANNON PARK,429,0,0
2003,CAPITOL HEIGHTS,1650,7,4.242424242424243
2003,CASTLE MANOR,743,0,0
2003,CLARKE SQUARE,982,10,10.183299389002038
2003,CLAYTON CREST,532,1,1.8796992481203008
2003,CLOCK TOWER ACRES,289,1,3.4602076124567476
2003,COLD SPRING PARK,277,1,3.6101083032490977
2003,COLLEGE HEIGHTS,373,0,0
2003,COLUMBUS PARK,1119,9,8.04289544235925
2003,CONCORDIA,190,3,15.789473684210527
2003,COOPER PARK,1208,0,0
2003,COPERNICUS PARK,471,0,0
2003,DINEEN PARK,909,3,3.3003300330033003
2003,DOWNER WOODS,641,2,3.1201248049921997
2003,DRETZKA PARK,12,0,0
2003,ENDERIS PARK,918,1,1.0893246187363836
2003,ESTABROOK PARK,9,0,0
2003,EUCLID PARK,431,0,0
2003,FAIR PARK,422,4,9.47867298578199
2003,FAIRFIELD,331,10,30.211480362537767
2003,FAIRVIEW,1382,0,0
2003,FERNWOOD,1051,2,1.9029495718363465
2003,FLORIST HIGHLANDS,280,1,3.571428571428571
2003,FOREST HOME HILLS,764,6,7.853403141361256
2003,FRANKLIN HEIGHTS,2183,26,11.910215300045808
2003,FREEDOM VILLAGE,14,0,0
2003,GARDEN HOMES,595,10,16.80672268907563
2003,GOLDEN GATE,266,0,0
2003,GOLDEN VALLEY,1060,2,1.8867924528301887
2003,GOLDMAN PARK,524,1,1.9083969465648853
2003,GRA-RAM,478,0,0
2003,GRACELAND,776,4,5.154639175257732
2003,GRANTOSA,357,1,2.8011204481792715
2003,GRANVILLE STATION,280,0,0
2003,GRANVILLE WOODS,2,0,0
2003,GRASSLYN MANOR,1575,10,6.349206349206349
2003,GREEN MOOR,185,0,0
2003,GROVER HEIGHTS,102,2,19.607843137254903
2003,HALYARD PARK,93,0,0
2003,HAMPTON HEIGHTS,2105,36,17.102137767220903
2003,HARAMBEE,2384,31,13.003355704697986
2003,HARBOR VIEW,7,0,0
2003,HARDER'S OAKS,149,0,0
2003,HAVENWOODS,178,4,22.47191011235955
2003,HAWLEY FARMS,596,1,1.6778523489932886
2003,HAWTHORNE GLEN,123,1,8.130081300813009
2003,HERITAGE HEIGHTS,88,0,0
2003,HIGHWOOD ESTATES,500,1,2
2003,HILLSIDE,40,0,0
2003,HISTORIC MITCHELL STREET,1618,14,8.65265760197775
2003,HISTORIC THIRD WARD,241,0,0
2003,HOLLER PARK,167,1,5.9880239520958085
2003,HONEY CREEK MANOR,833,2,2.4009603841536613
2003,HONEY CREEK PARKWAY,431,0,0
2003,JACKSON PARK,2384,6,2.5167785234899327
2003,JOHNSON'S WOODS,911,2,2.1953896816684964
2003,JUNEAU TOWN,343,0,0
2003,KILBOURN TOWN,81,0,0
2003,KING PARK,164,0,0
2003,KOPS PARK,1169,0,0
2003,LAND BANK,19,0,0
2003,LAYTON PARK,1599,8,5.003126954346467
2003,LENOX HEIGHTS,453,3,6.622516556291391
2003,LINCOLN CREEK,1957,14,7.153806847215125
2003,LINCOLN PARK,1420,21,14.788732394366196
2003,LINCOLN VILLAGE,1981,22,11.10550227158001
2003,LINDSAY PARK,1054,6,5.692599620493358
2003,LITTLE MENOMONEE PARKWAY,266,2,7.518796992481203
2003,LONG VIEW,911,5,5.488474204171241
2003,LOWER EAST SIDE,1378,1,0.7256894049346879
2003,LYONS PARK,521,1,1.9193857965451055
2003,MACK ACRES,69,0,0
2003,MAITLAND PARK,320,0,0
2003,MAPLE TREE,382,16,41.88481675392671
2003,MARTIN DRIVE,409,1,2.444987775061125
2003,MC GOVERN PARK,1053,9,8.547008547008549
2003,MELODY VIEW,198,0,0
2003,MENOMONEE RIVER HILLS,1853,10,5.396654074473826
2003,MENOMONEE RIVER HILLS EAST,633,6,9.47867298578199
2003,MENOMONEE RIVER VALLEY,2,0,0
2003,MERRILL PARK,527,5,9.487666034155597
2003,METCALFE PARK,540,8,14.814814814814815
2003,MIDTOWN,1270,4,3.149606299212598
2003,MILL VALLEY,329,0,0
2003,MILLER VALLEY,108,1,9.25925925925926
2003,MILWAUKEE RIVER PARKWAY,228,0,0
2003,MITCHELL FIELD,61,0,0
2003,MITCHELL PARK,8,0,0
2003,MITCHELL WEST,870,4,4.597701149425287
2003,MORGAN HEIGHTS,537,0,0
2003,MORGANDALE,2482,10,4.0290088638195
2003,MOUNT MARY,695,0,0
2003,MOUNT OLIVET,56,0,0
2003,MURRAY HILL,652,0,0
2003,MUSKEGO WAY,1880,26,13.829787234042552
2003,"NASH PARK",847,2,2.3612750885478158
2003,"NATIONAL PARK",458,0,0
2003,NEW COELN,160,0,0
2003,NORTH DIVISION,1798,10,5.561735261401558
2003,NORTH GRANVILLE,31,1,32.25806451612903
2003,NORTHPOINT,540,1,1.8518518518518519
2003,NORTHRIDGE,216,3,13.888888888888888
2003,NORTHRIDGE LAKES,301,4,13.289036544850498
2003,OLD NORTH MILWAUKEE,3086,55,17.82242384964355
2003,PARK KNOLL,382,2,5.235602094240838
2003,PARK PLACE,30,0,0
2003,PARK VIEW,135,1,7.407407407407407
2003,PARKWAY HILLS,153,0,0
2003,PHEASANT RUN,477,2,4.1928721174004195
2003,POLLBER HEIGHTS,73,0,0
2003,POLONIA,1003,6,5.982053838484546
2003,RED OAK HEIGHTS,230,0,0
2003,RIDGEVIEW,88,0,0
2003,RIVER BEND,498,0,0
2003,RIVERSIDE PARK,233,1,4.291845493562231
2003,RIVERTON HEIGHTS,460,4,8.695652173913043
2003,RIVERWEST,2533,3,1.1843663639952626
2003,ROLLING GREEN,493,0,0
2003,ROOSEVELT GROVE,1471,20,13.596193065941536
2003,ROOT CREEK,480,1,2.0833333333333335
2003,RUFUS KING,1367,12,8.778346744696416
2003,SAINT JOSEPH,1636,16,9.7799511002445
2003,SAVELAND PARK,588,2,3.401360544217687
2003,SERVITE WOODS,417,3,7.194244604316547
2003,SHERMAN PARK,1651,27,16.353725015142338
2003,SILVER CITY,793,3,3.7831021437578816
2003,SILVER SPRING,2469,31,12.555690562980963
2003,SILVER SWAN,397,4,10.075566750629722
2003,SOUTHGATE,472,1,2.1186440677966103
2003,SOUTHPOINT,536,0,0
2003,ST. AMELIAN'S,586,1,1.7064846416382253
2003,STORY HILL,514,0,0
2003,SUNSET HEIGHTS,1239,7,5.649717514124294
2003,THE VALLEY / PIGSVILLE,141,2,14.184397163120567
2003,THURSTON WOODS,1172,8,6.825938566552901
2003,TIMMERMAN AIRPORT,51,0,0
2003,TIMMERMAN WEST,960,4,4.166666666666667
2003,TIPPECANOE,2005,2,0.997506234413965
2003,TOWN & COUNTRY MANOR,613,0,0
2003,TOWN OF LAKE,1865,2,1.0723860589812333
2003,TRIANGLE,106,0,0
2003,TRIANGLE NORTH,215,0,0
2003,TRIPOLI PARK,234,0,0
2003,UPPER EAST SIDE,843,0,0
2003,UPTOWN,1412,28,19.8300283286119
2003,VALHALLA,563,3,5.328596802841918
2003,VALLEY FORGE,54,0,0
2003,VETERANS AFFAIRS,1,0,0
2003,VOGEL PARK,373,3,8.04289544235925
2003,WAHL PARK,834,15,17.985611510791365
2003,WALKER'S POINT,1183,6,5.07185122569738
2003,WALNUT HILL,460,6,13.043478260869565
2003,WASHINGTON HEIGHTS,1989,6,3.0165912518853695
2003,WASHINGTON PARK,974,25,25.66735112936345
2003,WEDGEWOOD,477,0,0
2003,WEST VIEW,370,2,5.405405405405405
2003,WHISPERING HILLS,213,1,4.694835680751174
2003,WHITE MANOR,580,0,0
2003,WICK FIELD,162,0,0
2003,WILLIAMSBURG,595,6,10.08403361344538
2003,WILSON PARK,638,1,1.567398119122257
2003,WOODLAND COURT,135,0,0
2003,WOODLANDS,621,15,24.154589371980677
2003,WYRICK PARK,340,1,2.941176470588235
2003,YANKEE HILL,194,0,0
2004,ALCOTT PARK,481,0,0
2004,ALVERNO,77,0,0
2004,AMANI,1501,26,17.321785476349103
2004,ARLINGTON GARDENS,736,1,1.358695652173913
2004,ARLINGTON HEIGHTS,1219,16,13.125512715340443
2004,AVENUES WEST,267,0,0
2004,BARAN PARK,88,0,0
2004,BAY VIEW,5019,10,1.9924287706714485
2004,BLUEMOUND HEIGHTS,977,1,1.0235414534288638
2004,BORCHERT FIELD,990,16,16.161616161616163
2004,BRADLEY ESTATES,1031,8,7.759456838021339
2004,BREWER'S HILL,477,2,4.1928721174004195
2004,BUCHEL PARK,13,0,0
2004,BURNHAM PARK,1331,6,4.507888805409467
2004,CALUMET FARMS,256,0,0
2004,CAMBRIDGE HEIGHTS,475,0,0
2004,CANNON PARK,427,0,0
2004,CAPITOL HEIGHTS,1651,14,8.479709267110842
2004,CASTLE MANOR,743,0,0
2004,CLARKE SQUARE,983,15,15.259409969481181
2004,CLAYTON CREST,535,0,0
2004,CLOCK TOWER ACRES,348,5,14.367816091954023
2004,COLD SPRING PARK,277,3,10.830324909747292
2004,COLLEGE HEIGHTS,373,1,2.680965147453083
2004,COLUMBUS PARK,1119,7,6.255585344057194
2004,CONCORDIA,194,0,0
2004,COOPER PARK,1206,1,0.8291873963515755
2004,COPERNICUS PARK,473,0,0
2004,DINEEN PARK,910,6,6.593406593406593
2004,DOWNER WOODS,642,0,0
2004,DRETZKA PARK,12,0,0
2004,ENDERIS PARK,918,1,1.0893246187363836
2004,ESTABROOK PARK,9,0,0
2004,EUCLID PARK,431,1,2.320185614849188
2004,FAIR PARK,422,2,4.739336492890995
2004,FAIRFIELD,331,1,3.0211480362537766
2004,FAIRVIEW,1382,2,1.447178002894356
2004,FERNWOOD,1051,1,0.9514747859181732
2004,FLORIST HIGHLANDS,281,1,3.558718861209964
2004,FOREST HOME HILLS,762,7,9.186351706036746
2004,FRANKLIN HEIGHTS,2170,35,16.129032258064516
2004,FREEDOM VILLAGE,14,0,0
2004,GARDEN HOMES,595,4,6.722689075630252
2004,GOLDEN GATE,266,1,3.7593984962406015
2004,GOLDEN VALLEY,1060,1,0.9433962264150944
2004,GOLDMAN PARK,523,0,0
2004,GRA-RAM,478,4,8.368200836820083
2004,GRACELAND,778,3,3.8560411311053984
2004,GRANTOSA,357,0,0
2004,GRANVILLE STATION,290,2,6.896551724137931
2004,GRANVILLE WOODS,2,0,0
2004,GRASSLYN MANOR,1575,10,6.349206349206349
2004,GREEN MOOR,185,0,0
2004,GROVER HEIGHTS,101,0,0
2004,HALYARD PARK,104,2,19.230769230769234
2004,HAMPTON HEIGHTS,2106,22,10.446343779677113
2004,HARAMBEE,2368,32,13.513513513513514
2004,HARBOR VIEW,57,0,0
2004,HARDER'S OAKS,149,0,0
2004,HAVENWOODS,177,3,16.949152542372882
2004,HAWLEY FARMS,596,2,3.3557046979865772
2004,HAWTHORNE GLEN,123,0,0
2004,HERITAGE HEIGHTS,118,0,0
2004,HIGHWOOD ESTATES,500,0,0
2004,HILLSIDE,40,1,25
2004,HISTORIC MITCHELL STREET,1617,19,11.750154607297464
2004,HISTORIC THIRD WARD,244,0,0
2004,HOLLER PARK,167,0,0
2004,HONEY CREEK MANOR,833,1,1.2004801920768307
2004,HONEY CREEK PARKWAY,432,0,0
2004,JACKSON PARK,2383,7,2.9374737725556024
2004,JOHNSON'S WOODS,912,2,2.1929824561403506
2004,JUNEAU TOWN,341,0,0
2004,KILBOURN TOWN,81,0,0
2004,KING PARK,162,1,6.172839506172839
2004,KOPS PARK,1169,3,2.5662959794696323
2004,LAND BANK,19,0,0
2004,LAYTON PARK,1601,11,6.870705808869456
2004,LENOX HEIGHTS,454,3,6.607929515418502
2004,LINCOLN CREEK,1956,25,12.781186094069529
2004,LINCOLN PARK,1420,16,11.267605633802818
2004,LINCOLN VILLAGE,1981,18,9.086320040383644
2004,LINDSAY PARK,1054,4,3.795066413662239
2004,LITTLE MENOMONEE PARKWAY,266,4,15.037593984962406
2004,LONG VIEW,913,5,5.47645125958379
2004,LOWER EAST SIDE,1482,1,0.6747638326585694
2004,LYONS PARK,521,0,0
2004,MACK ACRES,69,0,0
2004,MAITLAND PARK,320,0,0
2004,MAPLE TREE,382,5,13.089005235602095
2004,MARTIN DRIVE,408,2,4.901960784313726
2004,MC GOVERN PARK,1052,10,9.505703422053232
2004,MELODY VIEW,199,1,5.025125628140704
2004,MENOMONEE RIVER HILLS,1879,11,5.854177754124534
2004,MENOMONEE RIVER HILLS EAST,633,3,4.739336492890995
2004,MENOMONEE RIVER VALLEY,2,0,0
2004,MERRILL PARK,527,2,3.795066413662239
2004,METCALFE PARK,535,20,37.38317757009346
2004,MIDTOWN,1267,15,11.838989739542226
2004,MILL VALLEY,331,0,0
2004,MILLER VALLEY,109,1,9.174311926605505
2004,MILWAUKEE RIVER PARKWAY,229,0,0
2004,MITCHELL FIELD,61,0,0
2004,MITCHELL PARK,7,0,0
2004,MITCHELL WEST,875,5,5.714285714285714
2004,MORGAN HEIGHTS,538,1,1.858736059479554
2004,MORGANDALE,2481,3,1.2091898428053203
2004,MOUNT MARY,699,0,0
2004,MOUNT OLIVET,56,0,0
2004,MURRAY HILL,654,1,1.529051987767584
2004,MUSKEGO WAY,1879,16,8.51516764236296
2004,"NASH PARK",847,4,4.7225501770956315
2004,"NATIONAL PARK",458,4,8.73362445414847
2004,NEW COELN,160,1,6.25
2004,NORTH DIVISION,1762,20,11.350737797956867
2004,NORTH GRANVILLE,31,0,0
2004,NORTHPOINT,547,0,0
2004,NORTHRIDGE,216,1,4.62962962962963
2004,NORTHRIDGE LAKES,302,1,3.3112582781456954
2004,OLD NORTH MILWAUKEE,3083,49,15.893610120012974
2004,PARK KNOLL,385,0,0
2004,PARK PLACE,30,0,0
2004,PARK VIEW,135,2,14.814814814814815
2004,PARKWAY HILLS,153,0,0
2004,PHEASANT RUN,478,0,0
2004,POLLBER HEIGHTS,73,1,13.698630136986301
2004,POLONIA,1002,7,6.986027944111776
2004,RED OAK HEIGHTS,231,0,0
2004,RIDGEVIEW,88,1,11.363636363636363
2004,RIVER BEND,499,1,2.004008016032064
2004,RIVERSIDE PARK,233,0,0
2004,RIVERTON HEIGHTS,464,0,0
2004,RIVERWEST,2559,5,1.9538882375928095
2004,ROLLING GREEN,493,0,0
2004,ROOSEVELT GROVE,1471,19,12.91638341264446
2004,ROOT CREEK,479,1,2.08768267223382
2004,RUFUS KING,1367,10,7.315288953913679
2004,SAINT JOSEPH,1629,15,9.208103130755065
2004,SAVELAND PARK,589,1,1.697792869269949
2004,SERVITE WOODS,417,1,2.398081534772182
2004,SHERMAN PARK,1640,27,16.463414634146343
2004,SILVER CITY,796,5,6.28140703517588
2004,SILVER SPRING,2469,28,11.340623734305387
2004,SILVER SWAN,397,5,12.594458438287154
2004,SOUTHGATE,472,1,2.1186440677966103
2004,SOUTHPOINT,536,1,1.8656716417910448
2004,ST. AMELIAN'S,586,1,1.7064846416382253
2004,STORY HILL,514,0,0
2004,SUNSET HEIGHTS,1241,11,8.8638195004029
2004,THE VALLEY / PIGSVILLE,141,1,7.092198581560283
2004,THURSTON WOODS,1172,9,7.679180887372014
2004,TIMMERMAN AIRPORT,52,1,19.230769230769234
2004,TIMMERMAN WEST,961,5,5.202913631633715
2004,TIPPECANOE,2005,2,0.997506234413965
2004,TOWN & COUNTRY MANOR,616,3,4.87012987012987
2004,TOWN OF LAKE,1864,7,3.755364806866953
2004,TRIANGLE,104,2,19.230769230769234
2004,TRIANGLE NORTH,216,4,18.51851851851852
2004,TRIPOLI PARK,234,0,0
2004,UPPER EAST SIDE,843,0,0
2004,UPTOWN,1410,21,14.893617021276597
2004,VALHALLA,563,7,12.433392539964476
2004,VALLEY FORGE,54,0,0
2004,VETERANS AFFAIRS,1,0,0
2004,VOGEL PARK,373,3,8.04289544235925
2004,WAHL PARK,833,9,10.804321728691477
2004,WALKER'S POINT,1165,10,8.583690987124463
2004,WALNUT HILL,465,10,21.505376344086024
2004,WASHINGTON HEIGHTS,1987,4,2.0130850528434827
2004,WASHINGTON PARK,927,27,29.12621359223301
2004,WEDGEWOOD,477,0,0
2004,WEST VIEW,409,0,0
2004,WHISPERING HILLS,213,0,0
2004,WHITE MANOR,582,1,1.7182130584192439
2004,WICK FIELD,162,0,0
2004,WILLIAMSBURG,596,10,16.778523489932887
2004,WILSON PARK,638,1,1.567398119122257
2004,WOODLAND COURT,135,0,0
2004,WOODLANDS,620,4,6.451612903225806
2004,WYRICK PARK,340,3,8.823529411764707
2004,YANKEE HILL,232,0,0
2005,ALCOTT PARK,481,0,0
2005,ALVERNO,102,0,0
2005,AMANI,1514,27,17.8335535006605
2005,ARLINGTON GARDENS,738,2,2.710027100271003
2005,ARLINGTON HEIGHTS,1223,14,11.447260834014717
2005,AVENUES WEST,265,1,3.7735849056603774
2005,BARAN PARK,88,0,0
2005,BAY VIEW,5031,7,1.3913734843967402
2005,BLUEMOUND HEIGHTS,978,3,3.067484662576687
2005,BORCHERT FIELD,996,16,16.064257028112447
2005,BRADLEY ESTATES,1030,8,7.766990291262136
2005,BREWER'S HILL,574,1,1.7421602787456445
2005,BUCHEL PARK,13,0,0
2005,BURNHAM PARK,1333,3,2.250562640660165
2005,CALUMET FARMS,258,1,3.875968992248062
2005,CAMBRIDGE HEIGHTS,474,0,0
2005,CANNON PARK,428,0,0
2005,CAPITOL HEIGHTS,1651,9,5.451241671714113
2005,CASTLE MANOR,743,1,1.3458950201884252
2005,CLARKE SQUARE,985,5,5.076142131979695
2005,CLAYTON CREST,535,0,0
2005,CLOCK TOWER ACRES,347,0,0
2005,COLD SPRING PARK,281,3,10.676156583629894
2005,COLLEGE HEIGHTS,373,1,2.680965147453083
2005,COLUMBUS PARK,1120,3,2.6785714285714284
2005,CONCORDIA,198,0,0
2005,COOPER PARK,1207,2,1.657000828500414
2005,COPERNICUS PARK,472,1,2.1186440677966103
2005,DINEEN PARK,911,9,9.879253567508233
2005,DOWNER WOODS,642,0,0
2005,DRETZKA PARK,12,0,0
2005,ENDERIS PARK,918,1,1.0893246187363836
2005,ESTABROOK PARK,9,0,0
2005,EUCLID PARK,434,0,0
2005,FAIR PARK,422,0,0
2005,FAIRFIELD,330,9,27.27272727272727
2005,FAIRVIEW,1382,1,0.723589001447178
2005,FERNWOOD,1051,1,0.9514747859181732
2005,FLORIST HIGHLANDS,282,0,0
2005,FOREST HOME HILLS,765,2,2.6143790849673203
2005,FRANKLIN HEIGHTS,2179,43,19.733822854520422
2005,FREEDOM VILLAGE,14,0,0
2005,GARDEN HOMES,595,7,11.76470588235294
2005,GOLDEN GATE,266,0,0
2005,GOLDEN VALLEY,1060,4,3.7735849056603774
2005,GOLDMAN PARK,523,0,0
2005,GRA-RAM,478,0,0
2005,GRACELAND,779,8,10.269576379974325
2005,GRANTOSA,357,1,2.8011204481792715
2005,GRANVILLE STATION,293,2,6.825938566552901
2005,GRANVILLE WOODS,2,0,0
2005,GRASSLYN MANOR,1575,10,6.349206349206349
2005,GREEN MOOR,185,0,0
2005,GROVER HEIGHTS,101,1,9.900990099009901
2005,HALYARD PARK,104,1,9.615384615384617
2005,HAMPTON HEIGHTS,2113,23,10.884997633696168
2005,HARAMBEE,2385,32,13.417190775681341
2005,HARBOR VIEW,117,0,0
2005,HARDER'S OAKS,149,0,0
2005,HAVENWOODS,178,0,0
2005,HAWLEY FARMS,597,1,1.6750418760469012
2005,HAWTHORNE GLEN,123,1,8.130081300813009
2005,HERITAGE HEIGHTS,120,0,0
2005,HIGHWOOD ESTATES,500,0,0
2005,HILLSIDE,40,0,0
2005,HISTORIC MITCHELL STREET,1619,11,6.794317479925881
2005,HISTORIC THIRD WARD,244,1,4.0983606557377055
2005,HOLLER PARK,167,0,0
2005,HONEY CREEK MANOR,833,3,3.601440576230492
2005,HONEY CREEK PARKWAY,433,1,2.3094688221709005
2005,JACKSON PARK,2383,2,0.839278220730172
2005,JOHNSON'S WOODS,914,7,7.658643326039387
2005,JUNEAU TOWN,468,1,2.136752136752137
2005,KILBOURN TOWN,131,0,0
2005,KING PARK,162,0,0
2005,KOPS PARK,1169,4,3.4217279726261762
2005,LAND BANK,19,0,0
2005,LAYTON PARK,1601,1,0.6246096189881324
2005,LENOX HEIGHTS,454,1,2.2026431718061676
2005,LINCOLN CREEK,1962,12,6.116207951070336
2005,LINCOLN PARK,1420,8,5.633802816901409
2005,LINCOLN VILLAGE,1986,8,4.028197381671702
2005,LINDSAY PARK,1054,3,2.846299810246679
2005,LITTLE MENOMONEE PARKWAY,266,2,7.518796992481203
2005,LONG VIEW,913,5,5.47645125958379
2005,LOWER EAST SIDE,1601,0,0
2005,LYONS PARK,521,0,0
2005,MACK ACRES,69,0,0
2005,MAITLAND PARK,320,0,0
2005,MAPLE TREE,382,5,13.089005235602095
2005,MARTIN DRIVE,416,2,4.807692307692308
2005,MC GOVERN PARK,1052,14,13.307984790874524
2005,MELODY VIEW,199,0,0
2005,MENOMONEE RIVER HILLS,1894,11,5.807814149947202
2005,MENOMONEE RIVER HILLS EAST,633,2,3.1595576619273302
2005,MENOMONEE RIVER VALLEY,2,0,0
2005,MERRILL PARK,530,5,9.433962264150942
2005,METCALFE PARK,535,10,18.69158878504673
2005,MIDTOWN,1280,10,7.8125
2005,MILL VALLEY,330,0,0
2005,MILLER VALLEY,109,0,0
2005,MILWAUKEE RIVER PARKWAY,230,0,0
2005,MITCHELL FIELD,62,0,0
2005,MITCHELL PARK,8,1,125
2005,MITCHELL WEST,875,0,0
2005,MORGAN HEIGHTS,538,0,0
2005,MORGANDALE,2484,6,2.4154589371980677
2005,MOUNT MARY,699,0,0
2005,MOUNT OLIVET,56,0,0
2005,MURRAY HILL,654,0,0
2005,MUSKEGO WAY,1884,9,4.777070063694267
2005,"NASH PARK",847,4,4.7225501770956315
2005,"NATIONAL PARK",458,2,4.366812227074235
2005,NEW COELN,161,1,6.211180124223602
2005,NORTH DIVISION,1772,25,14.108352144469526
2005,NORTH GRANVILLE,31,0,0
2005,NORTHPOINT,549,1,1.8214936247723132
2005,NORTHRIDGE,216,0,0
2005,NORTHRIDGE LAKES,303,2,6.600660066006601
2005,OLD NORTH MILWAUKEE,3093,47,15.195602974458454
2005,PARK KNOLL,388,0,0
2005,PARK PLACE,30,0,0
2005,PARK VIEW,135,0,0
2005,PARKWAY HILLS,153,0,0
2005,PHEASANT RUN,479,2,4.17536534446764
2005,POLLBER HEIGHTS,73,0,0
2005,POLONIA,1003,3,2.991026919242273
2005,RED OAK HEIGHTS,231,0,0
2005,RIDGEVIEW,88,0,0
2005,RIVER BEND,499,0,0
2005,RIVERSIDE PARK,233,0,0
2005,RIVERTON HEIGHTS,464,2,4.310344827586206
2005,RIVERWEST,2593,6,2.3139220979560355
2005,ROLLING GREEN,493,2,4.056795131845842
2005,ROOSEVELT GROVE,1470,12,8.16326530612245
2005,ROOT CREEK,479,1,2.08768267223382
2005,RUFUS KING,1367,9,6.583760058522311
2005,SAINT JOSEPH,1631,20,12.262415695892091
2005,SAVELAND PARK,589,2,3.395585738539898
2005,SERVITE WOODS,417,1,2.398081534772182
2005,SHERMAN PARK,1649,22,13.34141904184354
2005,SILVER CITY,802,9,11.221945137157107
2005,SILVER SPRING,2470,29,11.74089068825911
2005,SILVER SWAN,397,2,5.037783375314861
2005,SOUTHGATE,473,1,2.1141649048625792
2005,SOUTHPOINT,536,0,0
2005,ST. AMELIAN'S,586,0,0
2005,STORY HILL,513,1,1.949317738791423
2005,SUNSET HEIGHTS,1241,2,1.6116035455278002
2005,THE VALLEY / PIGSVILLE,141,0,0
2005,THURSTON WOODS,1174,9,7.666098807495741
2005,TIMMERMAN AIRPORT,52,0,0
2005,TIMMERMAN WEST,962,3,3.118503118503119
2005,TIPPECANOE,2006,3,1.4955134596211366
2005,TOWN & COUNTRY MANOR,616,7,11.363636363636363
2005,TOWN OF LAKE,1866,4,2.1436227224008575
2005,TRIANGLE,120,2,16.666666666666668
2005,TRIANGLE NORTH,215,1,4.651162790697675
2005,TRIPOLI PARK,234,1,4.273504273504274
