start_year,neighborhood,parcels,foreclosures,foreclosures_per_1k
2016,WOODLAND COURT,135,1,7.407407407407407
2016,WOODLANDS,635,15,23.62204724409449
2016,WYRICK PARK,340,4,11.76470588235294
2016,YANKEE HILL,563,1,1.7761989342806395
2017,ALCOTT PARK,482,0,0
2017,ALVERNO,165,1,6.0606060606060606
2017,AMANI,1334,17,12.743628185907047
2017,ARLINGTON GARDENS,739,7,9.472259810554805
2017,ARLINGTON HEIGHTS,1165,28,24.0343347639485
2017,AVENUES WEST,254,5,19.68503937007874
2017,BARAN PARK,89,1,11.235955056179774
2017,BAY VIEW,5089,19,3.733542935743761
2017,BLUEMOUND HEIGHTS,1009,10,9.910802775024777
2017,BORCHERT FIELD,883,21,23.78255945639864
2017,BRADLEY ESTATES,1018,20,19.646365422396855
2017,BREWER'S HILL,595,0,0
2017,BRYNWOOD,1,0,0
2017,BUCHEL PARK,13,0,0
2017,BURNHAM PARK,1334,10,7.496251874062969
2017,CALUMET FARMS,393,4,10.178117048346056
2017,CAMBRIDGE HEIGHTS,494,0,0
2017,CANNON PARK,415,0,0
2017,CAPITOL HEIGHTS,1653,14,8.469449485783425
2017,CASTLE MANOR,749,3,4.005340453938585
2017,CLARKE SQUARE,976,8,8.196721311475411
2017,CLAYTON CREST,536,0,0
2017,CLOCK TOWER ACRES,344,1,2.9069767441860463
2017,COLD SPRING PARK,273,4,14.652014652014651
2017,COLLEGE HEIGHTS,373,2,5.361930294906166
2017,COLUMBUS PARK,1122,15,13.368983957219251
2017,CONCORDIA,197,4,20.30456852791878
2017,COOPER PARK,1206,7,5.804311774461028
2017,COPERNICUS PARK,470,3,6.382978723404255
2017,DINEEN PARK,909,9,9.900990099009901
2017,DOWNER WOODS,657,0,0
2017,DRETZKA PARK,19,0,0
2017,ENDERIS PARK,917,7,7.633587786259541
2017,ESTABROOK PARK,9,0,0
2017,EUCLID PARK,455,3,6.593406593406593
2017,FAIR PARK,419,1,2.3866348448687353
2017,FAIRFIELD,329,6,18.2370820668693
2017,FAIRVIEW,1381,7,5.068790731354091
2017,FERNWOOD,1064,4,3.7593984962406015
2017,FLORIST HIGHLANDS,283,1,3.5335689045936394
2017,FOREST HOME HILLS,755,5,6.622516556291391
2017,FRANKLIN HEIGHTS,1997,40,20.030045067601403
2017,FREEDOM VILLAGE,138,0,0
2017,GARDEN HOMES,567,16,28.21869488536155
2017,GOLDEN GATE,268,2,7.462686567164179
2017,GOLDEN VALLEY,1059,9,8.4985835694051
2017,GOLDMAN PARK,527,3,5.692599620493358
2017,GRA-RAM,478,2,4.184100418410042
2017,GRACELAND,789,14,17.743979721166035
2017,GRANTOSA,358,1,2.793296089385475
2017,GRANVILLE STATION,335,1,2.985074626865672
2017,GRANVILLE WOODS,2,0,0
2017,GRASSLYN MANOR,1568,33,21.04591836734694
2017,GREEN MOOR,186,1,5.376344086021506
2017,GROVER HEIGHTS,98,2,20.408163265306122
2017,HALYARD PARK,132,1,7.575757575757576
2017,HAMPTON HEIGHTS,2083,28,13.44215074411906
2017,HARAMBEE,2241,34,15.171798304328426
2017,HARBOR VIEW,146,0,0
2017,HARDER'S OAKS,150,1,6.666666666666667
2017,HAVENWOODS,174,4,22.988505747126435
2017,HAWLEY FARMS,597,5,8.375209380234505
2017,HAWTHORNE GLEN,122,1,8.196721311475411
2017,HERITAGE HEIGHTS,188,4,21.27659574468085
2017,HIGHWOOD ESTATES,499,0,0
2017,HILLSIDE,40,0,0
2017,HISTORIC MITCHELL STREET,1570,17,10.828025477707005
2017,HISTORIC THIRD WARD,612,0,0
2017,HOLLER PARK,167,0,0
2017,HONEY CREEK MANOR,834,1,1.199040767386091
2017,HONEY CREEK PARKWAY,434,4,9.216589861751151
2017,JACKSON PARK,2382,9,3.778337531486146
2017,JOHNSON'S WOODS,908,8,8.81057268722467
2017,JUNEAU TOWN,809,1,1.2360939431396785
2017,KILBOURN TOWN,215,0,0
2017,KING PARK,156,2,12.82051282051282
2017,KOPS PARK,1170,4,3.4188034188034186
2017,LAND BANK,19,0,0
2017,LAYTON PARK,1597,13,8.140262993112085
2017,LENOX HEIGHTS,455,5,10.989010989010989
2017,LINCOLN CREEK,1956,34,17.382413087934562
2017,LINCOLN PARK,1390,19,13.669064748201437
2017,LINCOLN VILLAGE,1898,17,8.956796628029505
2017,LINDSAY PARK,1053,9,8.547008547008549
2017,LITTLE MENOMONEE PARKWAY,274,3,10.948905109489052
2017,LONG VIEW,911,16,17.56311745334797
2017,LOWER EAST SIDE,2230,2,0.8968609865470852
2017,LYONS PARK,522,3,5.747126436781609
2017,MACK ACRES,69,0,0
2017,MAITLAND PARK,319,1,3.134796238244514
2017,MAPLE TREE,385,9,23.376623376623378
2017,MARTIN DRIVE,412,6,14.563106796116505
2017,MC GOVERN PARK,1037,24,23.143683702989396
2017,MELODY VIEW,202,1,4.9504950495049505
2017,MENOMONEE RIVER HILLS,1893,25,13.206550449022716
2017,MENOMONEE RIVER HILLS EAST,636,5,7.861635220125786
2017,MENOMONEE RIVER VALLEY,149,0,0
2017,MERRILL PARK,528,10,18.93939393939394
2017,METCALFE PARK,493,8,16.227180527383368
2017,MIDTOWN,1245,21,16.867469879518072
2017,MILL VALLEY,331,1,3.0211480362537766
2017,MILLER VALLEY,107,1,9.345794392523365
2017,MILWAUKEE RIVER PARKWAY,231,4,17.316017316017316
2017,MITCHELL FIELD,60,0,0
2017,MITCHELL PARK,8,0,0
2017,MITCHELL WEST,871,3,3.4443168771526977
2017,MORGAN HEIGHTS,542,3,5.535055350553505
2017,MORGANDALE,2486,17,6.838294448913918
2017,MOUNT MARY,699,1,1.4306151645207439
2017,MOUNT OLIVET,56,1,17.857142857142858
2017,MURRAY HILL,651,1,1.5360983102918586
2017,MUSKEGO WAY,1853,27,14.57096600107933
2017,"NASH PARK",848,10,11.79245283018868
2017,"NATIONAL PARK",456,6,13.157894736842104
2017,NEW COELN,161,0,0
2017,NORTH DIVISION,1565,33,21.08626198083067
2017,NORTH GRANVILLE,42,1,23.809523809523807
2017,NORTHPOINT,556,1,1.7985611510791368
2017,NORTHRIDGE,226,2,8.849557522123893
2017,NORTHRIDGE LAKES,313,3,9.584664536741213
2017,OLD NORTH MILWAUKEE,3002,64,21.319120586275815
2017,PARK KNOLL,395,3,7.594936708860759
2017,PARK PLACE,50,1,20
2017,PARK VIEW,132,2,15.151515151515152
2017,PARKWAY HILLS,153,0,0
2017,PHEASANT RUN,481,6,12.474012474012476
2017,POLLBER HEIGHTS,74,1,13.513513513513514
2017,POLONIA,1004,9,8.964143426294822
2017,RED OAK HEIGHTS,232,0,0
2017,RIDGEVIEW,90,0,0
2017,RIVER BEND,499,4,8.016032064128256
2017,RIVERSIDE PARK,241,1,4.149377593360996
2017,RIVERTON HEIGHTS,465,2,4.301075268817204
2017,RIVERWEST,2879,13,4.5154567558179926
2017,ROLLING GREEN,495,2,4.040404040404041
2017,ROOSEVELT GROVE,1448,33,22.790055248618785
2017,ROOT CREEK,480,4,8.333333333333334
2017,RUFUS KING,1348,21,15.578635014836795
2017,SAINT JOSEPH,1600,23,14.375
2017,SAVELAND PARK,588,1,1.7006802721088434
2017,SERVITE WOODS,416,3,7.211538461538462
2017,SHERMAN PARK,1569,33,21.032504780114724
2017,SILVER CITY,803,4,4.981320049813201
2017,SILVER SPRING,2456,40,16.286644951140065
2017,SILVER SWAN,395,8,20.253164556962027
2017,SOUTHGATE,470,4,8.51063829787234
2017,SOUTHPOINT,534,1,1.8726591760299625
2017,ST. AMELIAN'S,581,2,3.442340791738382
2017,STORY HILL,519,2,3.8535645472061657
2017,SUNSET HEIGHTS,1242,17,13.687600644122384
2017,THE VALLEY / PIGSVILLE,143,1,6.993006993006993
2017,THURSTON WOODS,1165,29,24.892703862660944
2017,TIMMERMAN AIRPORT,52,0,0
2017,TIMMERMAN WEST,958,13,13.569937369519835
2017,TIPPECANOE,2012,11,5.467196819085488
2017,TOWN & COUNTRY MANOR,617,14,22.690437601296598
2017,TOWN OF LAKE,1868,11,5.8886509635974305
2017,TRIANGLE,136,4,29.41176470588235
2017,TRIANGLE NORTH,220,1,4.545454545454545
2017,TRIPOLI PARK,234,2,8.547008547008549
2017,UPPER EAST SIDE,845,0,0
2017,UPTOWN,1390,39,28.057553956834532
2017,VALHALLA,557,8,14.362657091561939
2017,VALLEY FORGE,54,0,0
2017,VETERANS AFFAIRS,1,0,0
2017,VOGEL PARK,372,4,10.752688172043012
2017,WAHL PARK,825,12,14.545454545454545
2017,WALKER'S POINT,1157,8,6.9144338807260155
2017,WALNUT HILL,432,8,18.51851851851852
2017,WASHINGTON HEIGHTS,1985,12,6.045340050377834
2017,WASHINGTON PARK,888,21,23.64864864864865
2017,WEDGEWOOD,477,0,0
2017,WEST VIEW,406,3,7.389162561576354
2017,WHISPERING HILLS,213,4,18.779342723004696
2017,WHITE MANOR,582,7,12.027491408934708
2017,WICK FIELD,163,1,6.134969325153374
2017,WILLIAMSBURG,571,7,12.259194395796849
2017,WILSON PARK,637,5,7.849293563579277
2017,WOODLAND COURT,135,0,0
2017,WOODLANDS,636,3,4.716981132075471
2017,WYRICK PARK,339,7,20.64896755162242
2017,YANKEE HILL,563,1,1.7761989342806395
2018,ALCOTT PARK,483,0,0
2018,ALVERNO,165,1,6.0606060606060606
2018,AMANI,1305,15,11.494252873563218
2018,ARLINGTON GARDENS,740,6,8.108108108108109
2018,ARLINGTON HEIGHTS,1165,14,12.01716738197425
2018,AVENUES WEST,254,0,0
2018,BARAN PARK,89,0,0
2018,BAY VIEW,5089,7,1.375515818431912
2018,BLUEMOUND HEIGHTS,1007,2,1.9860973187686195
2018,BORCHERT FIELD,867,6,6.920415224913495
2018,BRADLEY ESTATES,1020,15,14.705882352941176
2018,BREWER'S HILL,592,2,3.3783783783783785
2018,BRYNWOOD,1,0,0
2018,BUCHEL PARK,13,0,0
2018,BURNHAM PARK,1331,4,3.005259203606311
2018,CALUMET FARMS,394,2,5.076142131979695
2018,CAMBRIDGE HEIGHTS,494,0,0
2018,CANNON PARK,415,0,0
2018,CAPITOL HEIGHTS,1655,17,10.27190332326284
2018,CASTLE MANOR,749,2,2.67022696929239
2018,CLARKE SQUARE,976,10,10.245901639344261
2018,CLAYTON CREST,536,0,0
2018,CLOCK TOWER ACRES,339,0,0
2018,COLD SPRING PARK,275,3,10.90909090909091
2018,COLLEGE HEIGHTS,373,1,2.680965147453083
2018,COLUMBUS PARK,1122,11,9.803921568627452
2018,CONCORDIA,196,0,0
2018,COOPER PARK,1206,3,2.487562189054726
2018,COPERNICUS PARK,471,0,0
2018,DINEEN PARK,909,14,15.401540154015402
2018,DOWNER WOODS,656,0,0
2018,DRETZKA PARK,22,0,0
2018,ENDERIS PARK,917,1,1.0905125408942202
2018,ESTABROOK PARK,9,0,0
2018,EUCLID PARK,455,2,4.395604395604396
2018,FAIR PARK,419,2,4.773269689737471
2018,FAIRFIELD,331,5,15.105740181268883
2018,FAIRVIEW,1381,11,7.965242577842143
2018,FERNWOOD,1064,3,2.819548872180451
2018,FLORIST HIGHLANDS,283,0,0
2018,FOREST HOME HILLS,756,12,15.873015873015872
2018,FRANKLIN HEIGHTS,1996,20,10.02004008016032
2018,FREEDOM VILLAGE,138,0,0
2018,GARDEN HOMES,563,3,5.328596802841918
2018,GOLDEN GATE,268,1,3.7313432835820897
2018,GOLDEN VALLEY,1060,5,4.716981132075471
2018,GOLDMAN PARK,527,0,0
2018,GRA-RAM,478,2,4.184100418410042
2018,GRACELAND,786,11,13.994910941475828
2018,GRANTOSA,358,3,8.379888268156424
2018,GRANVILLE STATION,335,4,11.940298507462687
2018,GRANVILLE WOODS,2,0,0
2018,GRASSLYN MANOR,1570,19,12.101910828025478
2018,GREEN MOOR,186,1,5.376344086021506
2018,GROVER HEIGHTS,98,0,0
2018,HALYARD PARK,132,2,15.151515151515152
2018,HAMPTON HEIGHTS,2084,24,11.516314779270633
2018,HARAMBEE,2209,17,7.695789950203713
2018,HARBOR VIEW,146,1,6.8493150684931505
2018,HARDER'S OAKS,150,1,6.666666666666667
2018,HAVENWOODS,174,2,11.494252873563218
2018,HAWLEY FARMS,597,3,5.025125628140704
2018,HAWTHORNE GLEN,122,1,8.196721311475411
2018,HERITAGE HEIGHTS,188,0,0
2018,HIGHWOOD ESTATES,499,0,0
2018,HILLSIDE,40,0,0
2018,HISTORIC MITCHELL STREET,1568,6,3.826530612244898
2018,HISTORIC THIRD WARD,612,0,0
2018,HOLLER PARK,167,0,0
2018,HONEY CREEK MANOR,833,3,3.601440576230492
2018,HONEY CREEK PARKWAY,435,1,2.2988505747126435
2018,JACKSON PARK,2381,11,4.619907601847963
2018,JOHNSON'S WOODS,909,4,4.4004400440044
2018,JUNEAU TOWN,808,0,0
2018,KILBOURN TOWN,214,0,0
2018,KING PARK,157,1,6.369426751592357
2018,KOPS PARK,1170,4,3.4188034188034186
2018,LAND BANK,19,0,0
2018,LAYTON PARK,1601,11,6.870705808869456
2018,LENOX HEIGHTS,453,7,15.45253863134658
2018,LINCOLN CREEK,1955,25,12.78772378516624
2018,LINCOLN PARK,1386,19,13.708513708513708
2018,LINCOLN VILLAGE,1892,23,12.156448202959831
2018,LINDSAY PARK,1054,12,11.385199240986717
2018,LITTLE MENOMONEE PARKWAY,274,2,7.299270072992701
2018,LONG VIEW,912,13,14.254385964912279
2018,LOWER EAST SIDE,2229,1,0.44863167339614174
2018,LYONS PARK,522,3,5.747126436781609
2018,MACK ACRES,69,0,0
2018,MAITLAND PARK,319,1,3.134796238244514
2018,MAPLE TREE,385,5,12.987012987012989
2018,MARTIN DRIVE,411,5,12.165450121654501
2018,MC GOVERN PARK,1038,6,5.780346820809248
2018,MELODY VIEW,202,1,4.9504950495049505
2018,MENOMONEE RIVER HILLS,1893,20,10.565240359218173
2018,MENOMONEE RIVER HILLS EAST,636,4,6.289308176100629
2018,MENOMONEE RIVER VALLEY,147,0,0
2018,MERRILL PARK,521,6,11.516314779270633
2018,METCALFE PARK,481,4,8.316008316008316
2018,MIDTOWN,1236,9,7.281553398058253
2018,MILL VALLEY,331,2,6.042296072507553
2018,MILLER VALLEY,108,1,9.25925925925926
2018,MILWAUKEE RIVER PARKWAY,229,1,4.366812227074235
2018,MITCHELL FIELD,60,0,0
2018,MITCHELL PARK,8,0,0
2018,MITCHELL WEST,871,3,3.4443168771526977
2018,MORGAN HEIGHTS,542,2,3.6900369003690034
2018,MORGANDALE,2486,15,6.033789219629927
2018,MOUNT MARY,699,1,1.4306151645207439
2018,MOUNT OLIVET,56,0,0
2018,MURRAY HILL,652,0,0
2018,MUSKEGO WAY,1852,18,9.719222462203025
2018,"NASH PARK",846,5,5.91016548463357
2018,"NATIONAL PARK",455,0,0
2018,NEW COELN,161,3,18.633540372670808
2018,NORTH DIVISION,1513,21,13.879709187045606
2018,NORTH GRANVILLE,42,0,0
2018,NORTHPOINT,557,1,1.7953321364452424
2018,NORTHRIDGE,226,1,4.424778761061947
2018,NORTHRIDGE LAKES,313,1,3.1948881789137378
2018,OLD NORTH MILWAUKEE,2976,38,12.768817204301076
2018,PARK KNOLL,395,0,0
2018,PARK PLACE,64,0,0
2018,PARK VIEW,132,2,15.151515151515152
2018,PARKWAY HILLS,153,3,19.607843137254903
2018,PHEASANT RUN,481,5,10.395010395010395
2018,POLLBER HEIGHTS,74,0,0
2018,POLONIA,1003,10,9.970089730807578
2018,RED OAK HEIGHTS,232,1,4.310344827586206
2018,RIDGEVIEW,90,0,0
2018,RIVER BEND,499,4,8.016032064128256
2018,RIVERSIDE PARK,241,1,4.149377593360996
2018,RIVERTON HEIGHTS,465,2,4.301075268817204
2018,RIVERWEST,2877,7,2.4330900243309004
2018,ROLLING GREEN,495,4,8.080808080808081
2018,ROOSEVELT GROVE,1447,16,11.0573600552868
2018,ROOT CREEK,480,1,2.0833333333333335
2018,RUFUS KING,1346,19,14.115898959881129
2018,SAINT JOSEPH,1595,26,16.300940438871475
2018,SAVELAND PARK,588,5,8.503401360544219
2018,SERVITE WOODS,415,4,9.63855421686747
2018,SHERMAN PARK,1563,16,10.236724248240563
2018,SILVER CITY,802,5,6.234413965087282
2018,SILVER SPRING,2453,20,8.153281695882592
2018,SILVER SWAN,395,10,25.31645569620253
2018,SOUTHGATE,470,4,8.51063829787234
2018,SOUTHPOINT,534,6,11.235955056179774
2018,ST. AMELIAN'S,581,3,5.163511187607574
2018,STORY HILL,521,1,1.9193857965451055
2018,SUNSET HEIGHTS,1241,10,8.058017727639
2018,THE VALLEY / PIGSVILLE,143,1,6.993006993006993
2018,THURSTON WOODS,1169,15,12.83147989734816
2018,TIMMERMAN AIRPORT,52,0,0
2018,TIMMERMAN WEST,960,4,4.166666666666667
2018,TIPPECANOE,2011,4,1.9890601690701142
2018,TOWN & COUNTRY MANOR,616,7,11.363636363636363
2018,TOWN OF LAKE,1867,10,5.356186395286556
2018,TRIANGLE,135,0,0
2018,TRIANGLE NORTH,220,0,0
2018,TRIPOLI PARK,234,0,0
2018,UPPER EAST SIDE,844,1,1.1848341232227488
2018,UPTOWN,1393,19,13.639626704953338
2018,VALHALLA,558,9,16.129032258064516
2018,VALLEY FORGE,54,0,0
2018,VETERANS AFFAIRS,1,0,0
2018,VOGEL PARK,372,2,5.376344086021506
2018,WAHL PARK,819,5,6.105006105006105
2018,WALKER'S POINT,1154,5,4.332755632582322
2018,WALNUT HILL,424,4,9.433962264150942
2018,WASHINGTON HEIGHTS,1987,17,8.5556114745848
2018,WASHINGTON PARK,899,8,8.898776418242491
2018,WEDGEWOOD,478,0,0
2018,WEST VIEW,406,2,4.926108374384237
2018,WHISPERING HILLS,213,6,28.169014084507044
2018,WHITE MANOR,581,4,6.884681583476764
2018,WICK FIELD,163,0,0
2018,WILLIAMSBURG,568,7,12.32394366197183
2018,WILSON PARK,637,1,1.5698587127158556
2018,WOODLAND COURT,135,1,7.407407407407407
2018,WOODLANDS,634,1,1.5772870662460567
2018,WYRICK PARK,340,2,5.88235294117647
2018,YANKEE HILL,563,1,1.7761989342806395
2019,ALCOTT PARK,483,3,6.211180124223602
2019,ALVERNO,165,0,0
2019,AMANI,1307,34,26.013771996939557
2019,ARLINGTON GARDENS,740,9,12.162162162162163
2019,ARLINGTON HEIGHTS,1157,30,25.92912705272256
2019,AVENUES WEST,254,2,7.874015748031496
2019,BARAN PARK,88,1,11.363636363636363
2019,BAY VIEW,5088,12,2.3584905660377355
2019,BLUEMOUND HEIGHTS,1009,5,4.955401387512389
2019,BORCHERT FIELD,853,21,24.6189917936694
2019,BRADLEY ESTATES,1019,14,13.738959764474975
2019,BREWER'S HILL,595,1,1.680672268907563
2019,BRYNWOOD,1,0,0
2019,BUCHEL PARK,13,0,0
2019,BURNHAM PARK,1329,14,10.534236267870579
2019,CALUMET FARMS,394,1,2.5380710659898473
2019,CAMBRIDGE HEIGHTS,494,0,0
2019,CANNON PARK,415,0,0
2019,CAPITOL HEIGHTS,1652,16,9.685230024213075
2019,CASTLE MANOR,749,6,8.01068090787717
2019,CLARKE SQUARE,978,8,8.1799591002045
2019,CLAYTON CREST,536,2,3.7313432835820897
2019,CLOCK TOWER ACRES,342,2,5.847953216374268
2019,COLD SPRING PARK,278,7,25.179856115107913
2019,COLLEGE HEIGHTS,373,1,2.680965147453083
2019,COLUMBUS PARK,1121,5,4.460303300624442
2019,CONCORDIA,197,1,5.076142131979695
2019,COOPER PARK,1206,1,0.8291873963515755
2019,COPERNICUS PARK,472,3,6.355932203389831
2019,DINEEN PARK,909,11,12.1012101210121
2019,DOWNER WOODS,656,1,1.524390243902439
2019,DRETZKA PARK,25,0,0
2019,ENDERIS PARK,917,5,5.452562704471101
2019,ESTABROOK PARK,9,0,0
2019,EUCLID PARK,455,0,0
2019,FAIR PARK,420,3,7.142857142857142
2019,FAIRFIELD,330,4,12.121212121212121
2019,FAIRVIEW,1381,7,5.068790731354091
2019,FERNWOOD,1062,6,5.649717514124294
2019,FLORIST HIGHLANDS,283,1,3.5335689045936394
2019,FOREST HOME HILLS,754,6,7.957559681697613
2019,FRANKLIN HEIGHTS,1988,45,22.635814889336014
2019,FREEDOM VILLAGE,138,0,0
2019,GARDEN HOMES,563,7,12.433392539964476
2019,GOLDEN GATE,268,0,0
2019,GOLDEN VALLEY,1060,6,5.660377358490566
2019,GOLDMAN PARK,528,3,5.681818181818182
2019,GRA-RAM,478,0,0
2019,GRACELAND,787,3,3.8119440914866582
2019,GRANTOSA,358,3,8.379888268156424
2019,GRANVILLE STATION,335,1,2.985074626865672
2019,GRANVILLE WOODS,2,0,0
2019,GRASSLYN MANOR,1571,9,5.728835136855506
2019,GREEN MOOR,186,0,0
2019,GROVER HEIGHTS,96,0,0
2019,HALYARD PARK,133,0,0
2019,HAMPTON HEIGHTS,2087,29,13.895543842836608
2019,HARAMBEE,2202,31,14.07811080835604
2019,HARBOR VIEW,146,0,0
2019,HARDER'S OAKS,150,0,0
2019,HAVENWOODS,176,2,11.363636363636363
2019,HAWLEY FARMS,597,4,6.700167504187605
2019,HAWTHORNE GLEN,122,4,32.786885245901644
2019,HERITAGE HEIGHTS,188,1,5.319148936170213
2019,HIGHWOOD ESTATES,499,2,4.008016032064128
2019,HILLSIDE,40,0,0
2019,HISTORIC MITCHELL STREET,1569,15,9.560229445506693
2019,HISTORIC THIRD WARD,611,0,0
2019,HOLLER PARK,167,0,0
2019,HONEY CREEK MANOR,833,2,2.4009603841536613
2019,HONEY CREEK PARKWAY,435,2,4.597701149425287
2019,JACKSON PARK,2381,7,2.9399412011759765
2019,JOHNSON'S WOODS,910,4,4.395604395604396
2019,JUNEAU TOWN,806,0,0
2019,KILBOURN TOWN,214,0,0
2019,KING PARK,155,1,6.451612903225806
2019,KOPS PARK,1170,10,8.547008547008549
2019,LAND BANK,19,0,0
2019,LAYTON PARK,1602,14,8.739076154806492
2019,LENOX HEIGHTS,455,4,8.791208791208792
2019,LINCOLN CREEK,1962,28,14.271151885830784
2019,LINCOLN PARK,1393,25,17.946877243359655
2019,LINCOLN VILLAGE,1891,18,9.518773135906928
2019,LINDSAY PARK,1055,2,1.8957345971563981
2019,LITTLE MENOMONEE PARKWAY,274,7,25.547445255474454
2019,LONG VIEW,910,11,12.087912087912088
2019,LOWER EAST SIDE,2226,4,1.7969451931716083
2019,LYONS PARK,522,2,3.8314176245210727
2019,MACK ACRES,69,1,14.492753623188406
2019,MAITLAND PARK,319,1,3.134796238244514
2019,MAPLE TREE,386,1,2.5906735751295336
2019,MARTIN DRIVE,410,2,4.878048780487805
2019,MC GOVERN PARK,1034,10,9.671179883945841
2019,MELODY VIEW,202,1,4.9504950495049505
2019,MENOMONEE RIVER HILLS,1892,14,7.399577167019027
2019,MENOMONEE RIVER HILLS EAST,636,5,7.861635220125786
2019,MENOMONEE RIVER VALLEY,149,0,0
2019,MERRILL PARK,523,5,9.560229445506693
2019,METCALFE PARK,487,8,16.42710472279261
2019,MIDTOWN,1235,23,18.62348178137652
2019,MILL VALLEY,331,1,3.0211480362537766
2019,MILLER VALLEY,108,2,18.51851851851852
2019,MILWAUKEE RIVER PARKWAY,228,4,17.543859649122805
2019,MITCHELL FIELD,60,0,0
2019,MITCHELL PARK,8,0,0
2019,MITCHELL WEST,871,4,4.5924225028702645
2019,MORGAN HEIGHTS,542,0,0
2019,MORGANDALE,2486,13,5.229283990345937
2019,MOUNT MARY,699,1,1.4306151645207439
2019,MOUNT OLIVET,56,1,17.857142857142858
2019,MURRAY HILL,652,1,1.5337423312883436
2019,MUSKEGO WAY,1844,14,7.592190889370932
2019,"NASH PARK",847,6,7.083825265643448
2019,"NATIONAL PARK",459,2,4.357298474945535
2019,NEW COELN,161,0,0
2019,NORTH DIVISION,1483,42,28.32097100472016
2019,NORTH GRANVILLE,42,0,0
2019,NORTHPOINT,557,1,1.7953321364452424
2019,NORTHRIDGE,226,0,0
2019,NORTHRIDGE LAKES,313,4,12.779552715654951
2019,OLD NORTH MILWAUKEE,2980,55,18.456375838926174
2019,PARK KNOLL,395,1,2.5316455696202533
2019,PARK PLACE,71,0,0
2019,PARK VIEW,131,2,15.267175572519083
2019,PARKWAY HILLS,153,0,0
2019,PHEASANT RUN,481,1,2.079002079002079
2019,POLLBER HEIGHTS,74,0,0
2019,POLONIA,1004,6,5.9760956175298805
2019,RED OAK HEIGHTS,232,0,0
2019,RIDGEVIEW,90,0,0
2019,RIVER BEND,499,0,0
2019,RIVERSIDE PARK,241,0,0
2019,RIVERTON HEIGHTS,465,6,12.903225806451612
2019,RIVERWEST,2878,12,4.169562195969423
2019,ROLLING GREEN,495,3,6.0606060606060606
2019,ROOSEVELT GROVE,1440,21,14.583333333333334
2019,ROOT CREEK,480,0,0
2019,RUFUS KING,1353,10,7.390983000739098
2019,SAINT JOSEPH,1601,32,19.987507807620236
2019,SAVELAND PARK,588,1,1.7006802721088434
2019,SERVITE WOODS,417,7,16.786570743405274
2019,SHERMAN PARK,1563,41,26.23160588611644
2019,SILVER CITY,803,7,8.7173100871731
2019,SILVER SPRING,2456,35,14.250814332247556
2019,SILVER SWAN,395,1,2.5316455696202533
2019,SOUTHGATE,469,5,10.660980810234541
2019,SOUTHPOINT,535,1,1.8691588785046729
2019,ST. AMELIAN'S,581,8,13.769363166953529
2019,STORY HILL,521,0,0
2019,SUNSET HEIGHTS,1243,8,6.436041834271922
2019,THE VALLEY / PIGSVILLE,143,1,6.993006993006993
2019,THURSTON WOODS,1165,17,14.592274678111588
2019,TIMMERMAN AIRPORT,52,0,0
2019,TIMMERMAN WEST,959,7,7.299270072992701
2019,TIPPECANOE,2012,6,2.982107355864811
2019,TOWN & COUNTRY MANOR,618,2,3.236245954692557
2019,TOWN OF LAKE,1867,5,2.678093197643278
2019,TRIANGLE,136,1,7.352941176470588
2019,TRIANGLE NORTH,220,2,9.09090909090909
2019,TRIPOLI PARK,233,1,4.291845493562231
2019,UPPER EAST SIDE,844,1,1.1848341232227488
2019,UPTOWN,1387,16,11.535688536409516
2019,VALHALLA,557,5,8.976660682226212
2019,VALLEY FORGE,54,0,0
2019,VETERANS AFFAIRS,1,0,0
2019,VOGEL PARK,372,4,10.752688172043012
2019,WAHL PARK,824,6,7.281553398058253
2019,WALKER'S POINT,1152,8,6.944444444444444
2019,WALNUT HILL,428,2,4.672897196261682
2019,WASHINGTON HEIGHTS,1986,8,4.028197381671702
2019,WASHINGTON PARK,908,21,23.127753303964756
2019,WEDGEWOOD,478,0,0
2019,WEST VIEW,406,1,2.4630541871921183
2019,WHISPERING HILLS,213,2,9.389671361502348
2019,WHITE MANOR,582,2,3.4364261168384878
2019,WICK FIELD,163,1,6.134969325153374
2019,WILLIAMSBURG,571,6,10.507880910683012
2019,WILSON PARK,637,5,7.849293563579277
2019,WOODLAND COURT,135,0,0
2019,WOODLANDS,635,5,7.874015748031496
2019,WYRICK PARK,337,4,11.869436201780417
2019,YANKEE HILL,563,1,1.7761989342806395
2020,ALCOTT PARK,483,1,2.070393374741201
2020,ALVERNO,165,0,0
2020,AMANI,1301,6,4.611837048424289
2020,ARLINGTON GARDENS,740,1,1.3513513513513513
2020,ARLINGTON HEIGHTS,1161,6,5.167958656330749
2020,AVENUES WEST,254,1,3.937007874015748
2020,BARAN PARK,89,0,0
2020,BAY VIEW,5100,8,1.5686274509803921
2020,BLUEMOUND HEIGHTS,1010,1,0.9900990099009901
2020,BORCHERT FIELD,855,3,3.5087719298245617
2020,BRADLEY ESTATES,1027,6,5.8422590068159685
2020,BREWER'S HILL,599,1,1.669449081803005
2020,BRYNWOOD,1,0,0
2020,BUCHEL PARK,13,0,0
2020,BURNHAM PARK,1330,1,0.7518796992481204
2020,CALUMET FARMS,394,0,0
2020,CAMBRIDGE HEIGHTS,492,1,2.032520325203252
2020,CANNON PARK,416,1,2.403846153846154
